workclass,marital-status,occupation,race,sex,hours-per-week,native-country,income,net_capital,age_group,education_level
Self-emp-not-inc,Never-married,Prof-specialty,White,Female,50,United-States,<=50K,0,middle_aged,High
Private,Married-civ-spouse,Sales,White,Male,50,United-States,>50K,7688,middle_aged,High
Private,Never-married,Machine-op-inspct,White,Male,40,United-States,<=50K,0,middle_aged,Medium
Private,Never-married,Adm-clerical,White,Female,40,United-States,<=50K,0,senior,Medium
Private,Never-married,Craft-repair,White,Male,45,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Other-service,White,Male,40,United-States,<=50K,0,senior,High
Self-emp-inc,Married-civ-spouse,Exec-managerial,White,Male,65,United-States,>50K,99999,senior,High
Private,Never-married,Machine-op-inspct,Asian-Pac-Islander,Female,45,Other,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,40,El-Salvador,<=50K,0,senior,Low
Private,Married-civ-spouse,Craft-repair,Amer-Indian-Eskimo,Male,40,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K,0,young_adult,Medium
State-gov,Never-married,Other-service,White,Female,40,Canada,<=50K,0,young,Medium
Private,Married-civ-spouse,Tech-support,White,Male,42,United-States,>50K,0,middle_aged,Medium
Self-emp-inc,Married-civ-spouse,Prof-specialty,White,Male,60,Cuba,>50K,0,middle_aged,High
Private,Never-married,Machine-op-inspct,White,Male,40,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,<=50K,0,middle_aged,Medium
Private,Divorced,Machine-op-inspct,White,Male,40,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Adm-clerical,Black,Male,45,United-States,<=50K,0,middle_aged,Medium
Self-emp-inc,Never-married,Exec-managerial,White,Male,5,United-States,<=50K,0,elderly,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K,0,senior,Medium
Private,Never-married,Prof-specialty,White,Female,40,United-States,<=50K,0,young,High
Self-emp-not-inc,Married-civ-spouse,Craft-repair,White,Male,48,United-States,>50K,0,senior,Medium
Private,Never-married,Adm-clerical,White,Female,20,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K,0,young_adult,Medium
Private,Married-civ-spouse,Tech-support,White,Female,40,United-States,<=50K,0,young_adult,Medium
Self-emp-not-inc,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K,0,middle_aged,Medium
Private,Never-married,Sales,White,Female,40,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Craft-repair,Black,Male,40,United-States,<=50K,0,middle_aged,Medium
Self-emp-not-inc,Married-civ-spouse,Prof-specialty,Black,Male,60,United-States,>50K,99999,middle_aged,High
Private,Never-married,Handlers-cleaners,White,Male,20,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Machine-op-inspct,White,Male,44,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K,0,young_adult,High
Private,Never-married,Craft-repair,Black,Male,40,Other,<=50K,0,senior,Low
Private,Never-married,Prof-specialty,White,Male,38,United-States,<=50K,0,young_adult,High
Self-emp-inc,Married-civ-spouse,Prof-specialty,White,Male,60,United-States,>50K,15024,senior,High
Private,Divorced,Prof-specialty,White,Female,40,United-States,<=50K,0,middle_aged,High
Private,Married-civ-spouse,Craft-repair,White,Male,56,United-States,<=50K,0,middle_aged,Medium
Private,Never-married,Sales,White,Female,38,United-States,<=50K,0,young,Medium
State-gov,Married-civ-spouse,Protective-serv,White,Male,40,United-States,>50K,0,young,High
Private,Divorced,Protective-serv,White,Female,40,United-States,<=50K,0,middle_aged,Medium
Private,Divorced,Other-service,White,Female,30,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Transport-moving,White,Male,50,United-States,<=50K,0,middle_aged,Medium
Private,Divorced,Sales,White,Female,25,United-States,<=50K,-2754,senior,Medium
Private,Married-civ-spouse,Adm-clerical,White,Male,35,United-States,<=50K,0,senior,Medium
Private,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,40,Other,<=50K,0,young_adult,High
Private,Separated,Other-service,Black,Female,38,United-States,<=50K,0,senior,Low
Self-emp-not-inc,Married-civ-spouse,Craft-repair,White,Male,55,United-States,>50K,-1887,middle_aged,Medium
Private,Divorced,Prof-specialty,White,Female,40,United-States,<=50K,0,middle_aged,High
Private,Married-civ-spouse,Prof-specialty,White,Male,55,United-States,>50K,0,middle_aged,High
Private,Married-civ-spouse,Other-service,White,Male,40,United-States,<=50K,0,senior,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,45,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K,0,senior,High
Private,Married-civ-spouse,Craft-repair,White,Male,40,Other,<=50K,0,middle_aged,High
Private,Divorced,Adm-clerical,White,Female,44,United-States,<=50K,0,middle_aged,Medium
Self-emp-inc,Married-civ-spouse,Sales,White,Male,50,United-States,>50K,0,middle_aged,Medium
Federal-gov,Never-married,Adm-clerical,White,Female,40,United-States,<=50K,0,middle_aged,Medium
Self-emp-inc,Married-civ-spouse,Exec-managerial,White,Male,48,United-States,>50K,-1977,senior,Medium
Self-emp-inc,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K,99999,senior,High
Private,Never-married,Machine-op-inspct,Black,Female,40,United-States,<=50K,0,young,Medium
Private,Divorced,Adm-clerical,Black,Female,38,United-States,<=50K,0,young_adult,Medium
Private,Divorced,Sales,White,Female,35,United-States,<=50K,0,young_adult,Medium
Private,Divorced,Adm-clerical,White,Female,40,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Exec-managerial,White,Male,35,United-States,>50K,0,senior,High
Private,Never-married,Sales,White,Male,40,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,8,United-States,<=50K,0,middle_aged,Medium
Private,Never-married,Handlers-cleaners,White,Male,40,Other,<=50K,0,young_adult,Medium
Local-gov,Divorced,Other-service,White,Male,45,United-States,<=50K,0,senior,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K,0,senior,Medium
State-gov,Married-civ-spouse,Transport-moving,White,Male,16,United-States,<=50K,0,elderly,Medium
Self-emp-not-inc,Never-married,Sales,White,Female,16,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K,0,middle_aged,High
Self-emp-inc,Married-civ-spouse,Sales,White,Male,90,United-States,>50K,0,senior,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K,0,senior,Medium
Private,Married-civ-spouse,Transport-moving,White,Male,73,United-States,>50K,0,young_adult,Medium
Private,Married-civ-spouse,Adm-clerical,White,Female,25,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Prof-specialty,White,Male,75,United-States,<=50K,1173,elderly,High
Private,Married-civ-spouse,Sales,White,Male,40,United-States,<=50K,0,senior,High
Private,Never-married,Craft-repair,White,Male,40,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K,0,senior,Medium
Private,Never-married,Sales,White,Male,40,United-States,<=50K,0,senior,High
Private,Never-married,Machine-op-inspct,White,Male,40,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Other-service,Black,Male,40,United-States,<=50K,-1740,senior,Medium
Private,Never-married,Other-service,White,Female,25,United-States,<=50K,0,middle_aged,Medium
Private,Divorced,Adm-clerical,White,Female,16,United-States,<=50K,0,middle_aged,Medium
Local-gov,Never-married,Prof-specialty,White,Female,40,United-States,<=50K,-1092,young,High
Private,Never-married,Prof-specialty,White,Male,55,United-States,>50K,0,young_adult,High
Private,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K,-1977,middle_aged,High
Private,Never-married,Craft-repair,Black,Male,40,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Machine-op-inspct,White,Male,50,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Other-service,White,Male,8,El-Salvador,<=50K,0,middle_aged,Low
Private,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,<=50K,0,young_adult,Medium
Local-gov,Never-married,Prof-specialty,White,Female,46,United-States,<=50K,0,young_adult,High
Federal-gov,Divorced,Exec-managerial,White,Male,40,United-States,<=50K,0,senior,High
Local-gov,Married-civ-spouse,Transport-moving,White,Male,45,United-States,<=50K,0,young_adult,Medium
Local-gov,Married-civ-spouse,Protective-serv,White,Male,40,United-States,>50K,0,young_adult,Medium
Self-emp-inc,Married-civ-spouse,Farming-fishing,White,Male,40,United-States,<=50K,0,middle_aged,Medium
Private,Divorced,Sales,White,Female,20,United-States,<=50K,0,middle_aged,Medium
Local-gov,Never-married,Adm-clerical,White,Male,55,United-States,<=50K,-1669,young_adult,Medium
Private,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K,0,young_adult,High
Private,Never-married,Machine-op-inspct,Black,Male,40,Puerto-Rico,<=50K,0,middle_aged,Low
Private,Never-married,Exec-managerial,White,Female,55,United-States,<=50K,0,young_adult,High
Private,Married-civ-spouse,Craft-repair,White,Male,55,United-States,>50K,0,middle_aged,Medium
Private,Never-married,Handlers-cleaners,Amer-Indian-Eskimo,Male,40,United-States,<=50K,0,young,Medium
Private,Divorced,Other-service,White,Female,35,United-States,<=50K,0,middle_aged,Medium
Self-emp-inc,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Machine-op-inspct,White,Female,40,Mexico,<=50K,0,young_adult,Medium
Federal-gov,Divorced,Handlers-cleaners,White,Male,40,United-States,<=50K,0,senior,Medium
Private,Never-married,Other-service,White,Male,10,United-States,<=50K,0,young,Medium
Private,Never-married,Machine-op-inspct,Black,Male,40,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,<=50K,0,young,High
Self-emp-not-inc,Widowed,Farming-fishing,White,Male,50,United-States,<=50K,0,elderly,Low
Private,Divorced,Adm-clerical,White,Female,40,United-States,<=50K,1471,senior,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K,0,young_adult,Medium
Private,Separated,Sales,Black,Female,40,United-States,<=50K,0,young_adult,Medium
Private,Never-married,Handlers-cleaners,Black,Male,40,United-States,<=50K,0,young,Medium
Self-emp-not-inc,Divorced,Craft-repair,White,Male,80,United-States,<=50K,0,young_adult,Low
Private,Married-civ-spouse,Exec-managerial,White,Female,40,United-States,<=50K,0,young_adult,Medium
Private,Never-married,Handlers-cleaners,White,Male,42,United-States,<=50K,0,young_adult,Medium
Private,Never-married,Other-service,White,Male,35,United-States,<=50K,0,young_adult,Low
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,40,Mexico,<=50K,0,middle_aged,Low
Private,Married-civ-spouse,Craft-repair,White,Male,45,United-States,>50K,15024,young_adult,Medium
Federal-gov,Never-married,Adm-clerical,White,Male,40,United-States,<=50K,0,young_adult,Medium
Self-emp-not-inc,Married-civ-spouse,Craft-repair,White,Male,50,United-States,>50K,0,senior,Medium
Private,Divorced,Adm-clerical,White,Female,40,United-States,<=50K,0,young_adult,Medium
Private,Never-married,Exec-managerial,White,Female,38,United-States,<=50K,0,middle_aged,High
Private,Divorced,Other-service,Other,Female,40,Other,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K,-2377,young_adult,Medium
Private,Never-married,Other-service,White,Female,20,United-States,<=50K,0,young,Medium
Private,Never-married,Other-service,Black,Male,40,United-States,<=50K,0,young_adult,Medium
Self-emp-not-inc,Never-married,Exec-managerial,White,Female,55,United-States,<=50K,0,middle_aged,High
Federal-gov,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,>50K,0,middle_aged,Low
Federal-gov,Never-married,Tech-support,White,Male,40,United-States,<=50K,0,young_adult,Medium
State-gov,Divorced,Adm-clerical,White,Female,38,United-States,<=50K,0,middle_aged,Medium
State-gov,Divorced,Exec-managerial,Black,Female,38,Other,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,55,India,>50K,-1902,middle_aged,High
Private,Separated,Prof-specialty,Black,Female,36,United-States,<=50K,0,middle_aged,High
Private,Never-married,Adm-clerical,White,Female,40,United-States,<=50K,0,young,Medium
Private,Divorced,Prof-specialty,White,Female,20,United-States,<=50K,0,middle_aged,Medium
Private,Widowed,Exec-managerial,White,Female,40,United-States,<=50K,0,elderly,Medium
Federal-gov,Married-civ-spouse,Adm-clerical,White,Female,35,United-States,<=50K,0,middle_aged,Medium
State-gov,Married-civ-spouse,Craft-repair,White,Male,40,Other,<=50K,0,middle_aged,Medium
Private,Never-married,Exec-managerial,White,Female,30,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Sales,White,Female,15,El-Salvador,<=50K,0,senior,Low
Private,Married-civ-spouse,Other-service,White,Male,59,Mexico,<=50K,0,young_adult,Low
Private,Never-married,Other-service,White,Female,6,United-States,<=50K,0,young,Medium
Self-emp-not-inc,Separated,Farming-fishing,White,Female,55,United-States,<=50K,0,senior,Medium
Private,Married-civ-spouse,Farming-fishing,Black,Male,40,United-States,<=50K,0,senior,Low
Federal-gov,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K,9386,senior,Medium
Private,Divorced,Exec-managerial,White,Male,45,United-States,>50K,0,middle_aged,High
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K,0,young_adult,Medium
Private,Divorced,Adm-clerical,Black,Female,40,United-States,<=50K,0,senior,Medium
Private,Married-civ-spouse,Sales,White,Female,15,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,50,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,40,India,>50K,4386,senior,High
Private,Married-civ-spouse,Tech-support,White,Female,36,United-States,>50K,0,middle_aged,Medium
Private,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K,7298,middle_aged,High
Local-gov,Married-civ-spouse,Handlers-cleaners,White,Male,40,United-States,<=50K,0,young_adult,Medium
Self-emp-not-inc,Separated,Handlers-cleaners,White,Female,40,Other,<=50K,0,young_adult,Medium
Local-gov,Widowed,Prof-specialty,White,Female,60,United-States,>50K,0,senior,High
Private,Never-married,Exec-managerial,White,Male,40,United-States,<=50K,0,young,High
Private,Never-married,Prof-specialty,White,Female,50,United-States,>50K,14344,young_adult,High
Private,Never-married,Craft-repair,White,Male,50,United-States,<=50K,0,young,Medium
Private,Never-married,Sales,White,Male,35,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Machine-op-inspct,White,Male,48,United-States,<=50K,0,young_adult,High
Federal-gov,Married-civ-spouse,Craft-repair,White,Male,30,United-States,<=50K,0,elderly,Medium
Local-gov,Divorced,Adm-clerical,White,Female,40,United-States,<=50K,0,middle_aged,Medium
Private,Never-married,Craft-repair,Black,Male,38,United-States,<=50K,0,young_adult,Medium
Private,Married-spouse-absent,Other-service,Black,Male,40,Other,<=50K,0,young,Medium
Private,Never-married,Other-service,White,Female,65,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K,2885,middle_aged,Low
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K,5178,senior,Medium
Private,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K,0,middle_aged,High
Self-emp-inc,Never-married,Exec-managerial,White,Male,65,United-States,>50K,0,young_adult,Medium
Private,Married-civ-spouse,Farming-fishing,White,Male,40,Mexico,<=50K,0,senior,Low
Private,Never-married,Craft-repair,White,Male,42,Mexico,<=50K,0,young_adult,Medium
Private,Separated,Transport-moving,Black,Female,40,United-States,<=50K,2387,elderly,Medium
Private,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K,0,senior,High
Private,Divorced,Machine-op-inspct,White,Female,40,United-States,<=50K,0,young_adult,Low
Private,Never-married,Handlers-cleaners,White,Male,95,United-States,<=50K,0,young,Medium
Self-emp-not-inc,Married-civ-spouse,Craft-repair,White,Male,30,Other,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Handlers-cleaners,White,Male,40,United-States,<=50K,0,senior,Low
Private,Never-married,Prof-specialty,White,Male,40,Other,<=50K,0,young,High
Private,Married-spouse-absent,Craft-repair,White,Male,40,El-Salvador,<=50K,0,young_adult,Low
Private,Never-married,Sales,Asian-Pac-Islander,Female,50,United-States,<=50K,0,young_adult,Medium
Private,Never-married,Craft-repair,White,Male,50,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,60,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,66,Other,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Exec-managerial,White,Male,55,United-States,>50K,15024,senior,High
State-gov,Divorced,Adm-clerical,Black,Female,25,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Farming-fishing,White,Male,40,United-States,<=50K,0,middle_aged,Medium
Private,Never-married,Other-service,White,Male,30,United-States,<=50K,0,young,Medium
Private,Never-married,Adm-clerical,White,Female,40,United-States,<=50K,0,young,High
Private,Married-civ-spouse,Other-service,White,Male,55,Other,<=50K,0,middle_aged,Low
Private,Divorced,Sales,Black,Female,40,United-States,<=50K,0,senior,Medium
Self-emp-not-inc,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,<=50K,3137,young_adult,Medium
State-gov,Never-married,Protective-serv,Black,Female,40,United-States,<=50K,0,young,High
Private,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,<=50K,0,young_adult,Medium
Federal-gov,Never-married,Adm-clerical,White,Male,40,United-States,<=50K,0,young_adult,Medium
Private,Divorced,Other-service,Black,Female,40,Other,<=50K,0,middle_aged,Medium
Private,Widowed,Other-service,White,Female,40,United-States,<=50K,0,senior,Low
Private,Never-married,Adm-clerical,White,Female,15,United-States,<=50K,0,young,Medium
Private,Divorced,Craft-repair,White,Male,40,United-States,<=50K,0,middle_aged,Medium
State-gov,Married-civ-spouse,Adm-clerical,White,Male,40,Other,<=50K,0,middle_aged,Medium
Self-emp-inc,Married-civ-spouse,Transport-moving,White,Male,40,United-States,>50K,0,middle_aged,Medium
Private,Separated,Priv-house-serv,White,Female,40,Mexico,<=50K,0,senior,Low
Private,Divorced,Sales,White,Male,40,United-States,<=50K,0,young_adult,High
Private,Never-married,Tech-support,White,Female,40,United-States,<=50K,-1974,young_adult,Medium
Private,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K,0,young_adult,Medium
Private,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,40,Other,>50K,0,senior,High
Private,Never-married,Other-service,White,Female,40,United-States,<=50K,0,young_adult,High
Self-emp-not-inc,Widowed,Sales,White,Female,15,United-States,<=50K,0,senior,High
Private,Separated,Adm-clerical,White,Female,40,United-States,<=50K,0,senior,High
Private,Never-married,Transport-moving,Black,Male,30,Other,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Handlers-cleaners,White,Male,40,United-States,<=50K,0,young_adult,Medium
Private,Never-married,Adm-clerical,White,Female,8,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Machine-op-inspct,White,Female,40,United-States,<=50K,0,middle_aged,Medium
Federal-gov,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K,-1887,middle_aged,High
Private,Married-civ-spouse,Craft-repair,White,Male,45,United-States,<=50K,0,young_adult,Medium
Private,Divorced,Sales,White,Female,40,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K,0,middle_aged,Medium
Local-gov,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K,0,middle_aged,High
Private,Married-civ-spouse,Handlers-cleaners,White,Male,25,United-States,<=50K,0,elderly,Low
Local-gov,Divorced,Prof-specialty,White,Female,40,United-States,<=50K,-1876,middle_aged,Medium
Private,Never-married,Sales,White,Female,70,United-States,<=50K,0,young_adult,Medium
Private,Never-married,Sales,White,Male,40,United-States,<=50K,-1980,young_adult,Low
Private,Never-married,Exec-managerial,White,Male,40,United-States,>50K,0,middle_aged,High
Private,Never-married,Sales,White,Male,35,United-States,<=50K,0,young,Medium
Local-gov,Divorced,Prof-specialty,White,Male,40,United-States,>50K,0,senior,Medium
Private,Never-married,Machine-op-inspct,White,Male,40,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,<=50K,0,senior,Medium
Private,Divorced,Exec-managerial,White,Female,45,United-States,<=50K,0,middle_aged,High
Local-gov,Never-married,Prof-specialty,White,Female,40,Canada,<=50K,0,young_adult,High
State-gov,Never-married,Prof-specialty,White,Male,16,United-States,<=50K,0,young_adult,High
Self-emp-inc,Married-civ-spouse,Craft-repair,White,Male,50,United-States,>50K,0,middle_aged,High
Private,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K,0,middle_aged,High
Private,Divorced,Exec-managerial,White,Female,40,United-States,>50K,0,middle_aged,High
Private,Married-civ-spouse,Sales,White,Male,40,United-States,<=50K,0,young_adult,Medium
Private,Widowed,Prof-specialty,White,Female,40,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Machine-op-inspct,White,Female,40,United-States,<=50K,3464,middle_aged,Low
Private,Divorced,Machine-op-inspct,Black,Male,40,United-States,<=50K,0,middle_aged,Medium
Private,Divorced,Exec-managerial,White,Female,40,United-States,<=50K,0,senior,Medium
Private,Married-civ-spouse,Transport-moving,White,Male,70,United-States,>50K,0,middle_aged,Medium
Private,Divorced,Adm-clerical,White,Female,35,United-States,<=50K,0,middle_aged,Medium
Private,Never-married,Exec-managerial,Black,Female,45,United-States,<=50K,0,young_adult,High
Private,Married-civ-spouse,Adm-clerical,White,Female,22,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K,-1902,middle_aged,High
Private,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K,0,middle_aged,Medium
Private,Divorced,Machine-op-inspct,White,Female,40,United-States,<=50K,0,senior,Medium
Private,Married-civ-spouse,Sales,White,Male,40,United-States,>50K,0,young,High
Private,Never-married,Prof-specialty,White,Female,36,United-States,<=50K,0,young_adult,Medium
Private,Divorced,Prof-specialty,White,Female,48,United-States,<=50K,0,senior,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,45,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,43,India,>50K,0,young_adult,High
Private,Widowed,Other-service,White,Female,24,United-States,<=50K,0,elderly,Medium
Private,Divorced,Exec-managerial,White,Female,44,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Craft-repair,Black,Male,40,United-States,<=50K,0,senior,Low
Private,Married-civ-spouse,Prof-specialty,White,Male,38,Canada,>50K,0,senior,High
Private,Married-civ-spouse,Sales,White,Male,55,United-States,>50K,0,young_adult,High
Self-emp-inc,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K,0,middle_aged,High
Private,Married-civ-spouse,Other-service,Asian-Pac-Islander,Male,40,United-States,<=50K,0,senior,Low
Private,Never-married,Adm-clerical,White,Male,20,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,45,United-States,<=50K,0,young_adult,Medium
Private,Divorced,Machine-op-inspct,White,Female,40,United-States,<=50K,0,young_adult,Low
Local-gov,Never-married,Craft-repair,White,Male,35,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Handlers-cleaners,White,Male,46,United-States,<=50K,0,senior,High
Private,Married-civ-spouse,Machine-op-inspct,White,Male,60,United-States,>50K,0,middle_aged,Medium
Local-gov,Married-civ-spouse,Handlers-cleaners,White,Male,40,United-States,<=50K,0,middle_aged,Medium
Private,Never-married,Handlers-cleaners,White,Male,10,United-States,<=50K,0,young,Low
Local-gov,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K,0,young_adult,Medium
Federal-gov,Divorced,Tech-support,Black,Female,40,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Exec-managerial,White,Female,40,Other,<=50K,0,young_adult,Medium
Private,Widowed,Adm-clerical,White,Female,32,United-States,<=50K,0,middle_aged,Medium
Federal-gov,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K,0,middle_aged,High
State-gov,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,<=50K,0,middle_aged,High
Private,Never-married,Other-service,Black,Male,40,Other,<=50K,0,middle_aged,Medium
Private,Never-married,Adm-clerical,White,Female,45,United-States,<=50K,0,young,Medium
Private,Never-married,Other-service,Asian-Pac-Islander,Female,40,United-States,<=50K,0,young,Medium
Self-emp-not-inc,Married-civ-spouse,Craft-repair,White,Male,40,Canada,<=50K,0,middle_aged,Low
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K,5013,senior,Medium
Private,Married-civ-spouse,Transport-moving,White,Male,50,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Transport-moving,White,Male,40,United-States,<=50K,4508,middle_aged,High
Private,Divorced,Handlers-cleaners,White,Male,40,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Sales,White,Male,40,United-States,<=50K,0,senior,Low
Local-gov,Separated,Other-service,Black,Female,60,Other,<=50K,0,middle_aged,Medium
Private,Never-married,Sales,White,Male,40,Other,<=50K,0,young,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K,0,young_adult,Medium
Self-emp-not-inc,Separated,Other-service,White,Female,50,United-States,<=50K,0,young,Medium
State-gov,Married-civ-spouse,Transport-moving,White,Male,40,Puerto-Rico,<=50K,0,middle_aged,Medium
Self-emp-inc,Married-civ-spouse,Sales,White,Male,80,United-States,>50K,0,young_adult,High
Private,Married-civ-spouse,Exec-managerial,White,Male,35,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,44,United-States,>50K,0,young_adult,High
Private,Never-married,Farming-fishing,Other,Male,66,Mexico,<=50K,0,young,Low
Private,Married-civ-spouse,Craft-repair,White,Male,56,United-States,<=50K,0,middle_aged,Medium
Private,Never-married,Exec-managerial,White,Male,55,United-States,<=50K,0,young_adult,High
Private,Never-married,Handlers-cleaners,White,Male,40,Other,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Sales,White,Male,35,United-States,>50K,0,middle_aged,Medium
Private,Never-married,Prof-specialty,White,Female,40,United-States,<=50K,0,middle_aged,High
Local-gov,Married-civ-spouse,Protective-serv,White,Male,42,United-States,<=50K,3137,senior,Medium
Self-emp-not-inc,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K,0,senior,Low
State-gov,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,<=50K,0,middle_aged,High
Private,Married-civ-spouse,Sales,White,Male,50,United-States,>50K,7688,middle_aged,Medium
Self-emp-not-inc,Never-married,Machine-op-inspct,White,Male,35,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K,0,young_adult,Medium
